201905061600: 0.86,201905061700: 0.89,201905061800: 0.66,201905061900: 0.71,201905062000: 0.69,201905062100: 0.69,201905062200: 0.8,201905062300: 0.99,201905070800: 0.78,201905070900: 0.89,201905071000: 0.94,201905071100: 0.95,201905071200: 0.92,201905071300: 0.79,201905071400: 0.71,201905071500: 0.76,
201905202000: 0.62,201905202100: 0.6,201905202200: 0.72,201905202300: 0.89,201905210800: 0.81,201905210900: 0.89,201905211000: 0.92,201905211100: 0.94,201905211200: 0.99,201905211300: 0.86,201905211400: 0.68,201905211500: 0.63,201905211600: 0.72,201905211700: 0.99,201905211800: 0.69,201905211900: 0.67,
201905202100: 0.65,201905202200: 0.77,201905202300: 0.96,201905210800: 0.75,201905210900: 0.83,201905211000: 0.86,201905211100: 0.88,201905211200: 0.94,201905211300: 0.81,201905211400: 0.64,201905211500: 0.59,201905211600: 0.68,201905211700: 0.92,201905211800: 0.75,201905211900: 0.73,201905212000: 0.66,
201905202200: 0.7,201905202300: 0.86,201905210800: 0.83,201905210900: 0.92,201905211000: 0.95,201905211100: 0.97,201905211200: 0.96,201905211300: 0.89,201905211400: 0.69,201905211500: 0.64,201905211600: 0.74,201905211700: 0.99,201905211800: 0.67,201905211900: 0.65,201905212000: 0.59,201905212100: 0.56,
201905202300: 0.94,201905210800: 0.76,201905210900: 0.85,201905211000: 0.87,201905211100: 0.9,201905211200: 0.96,201905211300: 0.83,201905211400: 0.65,201905211500: 0.61,201905211600: 0.69,201905211700: 0.94,201905211800: 0.74,201905211900: 0.71,201905212000: 0.65,201905212100: 0.61,201905212200: 0.76,
201905210800: 0.76,201905210900: 0.85,201905211000: 0.87,201905211100: 0.9,201905211200: 0.96,201905211300: 0.83,201905211400: 0.65,201905211500: 0.61,201905211600: 0.69,201905211700: 0.94,201905211800: 0.74,201905211900: 0.71,201905212000: 0.65,201905212100: 0.61,201905212200: 0.76,201905212300: 0.99,
201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,201905211600: 0.7,201905211700: 0.96,201905211800: 0.72,201905211900: 0.7,201905212000: 0.63,201905212100: 0.59,201905212200: 0.75,201905212300: 0.97,201905220800: 0.72,
201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,201905211600: 0.7,201905211700: 0.95,201905211800: 0.72,201905211900: 0.7,201905212000: 0.63,201905212100: 0.59,201905212200: 0.75,201905212300: 0.97,201905220800: 0.72,201905220900: 0.8,
201905211100: 0.9,201905211200: 0.97,201905211300: 0.83,201905211400: 0.65,201905211500: 0.61,201905211600: 0.7,201905211700: 0.94,201905211800: 0.74,201905211900: 0.71,201905212000: 0.64,201905212100: 0.6,201905212200: 0.76,201905212300: 0.99,201905220800: 0.71,201905220900: 0.79,201905221000: 0.87,
201905211200: 0.99,201905211300: 0.86,201905211400: 0.67,201905211500: 0.63,201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.83,201905221100: 0.91,
201905211300: 0.86,201905211400: 0.67,201905211500: 0.63,201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.83,201905221100: 0.91,201905221200: 0.95,
201905211400: 0.65,201905211500: 0.61,201905211600: 0.7,201905211700: 0.95,201905211800: 0.73,201905211900: 0.71,201905212000: 0.64,201905212100: 0.6,201905212200: 0.75,201905212300: 0.98,201905220800: 0.72,201905220900: 0.79,201905221000: 0.86,201905221100: 0.88,201905221200: 0.98,201905221300: 0.9,
201905211500: 0.61,201905211600: 0.7,201905211700: 0.95,201905211800: 0.73,201905211900: 0.71,201905212000: 0.64,201905212100: 0.6,201905212200: 0.75,201905212300: 0.98,201905220800: 0.72,201905220900: 0.79,201905221000: 0.86,201905221100: 0.88,201905221200: 0.98,201905221300: 0.9,201905221400: 0.71,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211600: 0.72,201905211700: 0.98,201905211800: 0.7,201905211900: 0.68,201905212000: 0.62,201905212100: 0.58,201905212200: 0.73,201905212300: 0.95,201905220800: 0.74,201905220900: 0.82,201905221000: 0.82,201905221100: 0.91,201905221200: 0.95,201905221300: 0.93,201905221400: 0.72,201905221500: 0.65,
201905211700: 0.95,201905211800: 0.72,201905211900: 0.7,201905212000: 0.63,201905212100: 0.59,201905212200: 0.75,201905212300: 0.98,201905220800: 0.72,201905220900: 0.8,201905221000: 0.85,201905221100: 0.89,201905221200: 0.97,201905221300: 0.91,201905221400: 0.71,201905221500: 0.63,201905221600: 0.44,
201905211800: 0.72,201905211900: 0.7,201905212000: 0.63,201905212100: 0.59,201905212200: 0.75,201905212300: 0.98,201905220800: 0.72,201905220900: 0.8,201905221000: 0.85,201905221100: 0.89,201905221200: 0.97,201905221300: 0.91,201905221400: 0.71,201905221500: 0.63,201905221600: 0.44,201905221700: 0.9,
201905211900: 0.69,201905212000: 0.63,201905212100: 0.59,201905212200: 0.74,201905212300: 0.96,201905220800: 0.73,201905220900: 0.81,201905221000: 0.84,201905221100: 0.9,201905221200: 0.96,201905221300: 0.92,201905221400: 0.72,201905221500: 0.65,201905221600: 0.45,201905221700: 0.91,201905221800: 0.73,
201905212000: 0.64,201905212100: 0.6,201905212200: 0.75,201905212300: 0.98,201905220800: 0.72,201905220900: 0.8,201905221000: 0.85,201905221100: 0.89,201905221200: 0.97,201905221300: 0.91,201905221400: 0.71,201905221500: 0.64,201905221600: 0.45,201905221700: 0.9,201905221800: 0.74,201905221900: 0.72,
201905212100: 0.61,201905212200: 0.76,201905212300: 1.0,201905220800: 0.71,201905220900: 0.78,201905221000: 0.87,201905221100: 0.87,201905221200: 0.99,201905221300: 0.89,201905221400: 0.7,201905221500: 0.63,201905221600: 0.44,201905221700: 0.88,201905221800: 0.75,201905221900: 0.73,201905222000: 0.67,
201905212200: 0.77,201905212300: 1.0,201905220800: 0.7,201905220900: 0.78,201905221000: 0.88,201905221100: 0.87,201905221200: 1.0,201905221300: 0.89,201905221400: 0.69,201905221500: 0.62,201905221600: 0.44,201905221700: 0.88,201905221800: 0.75,201905221900: 0.73,201905222000: 0.67,201905222100: 0.62,
201905212300: 1.0,201905220800: 0.7,201905220900: 0.78,201905221000: 0.88,201905221100: 0.87,201905221200: 1.0,201905221300: 0.89,201905221400: 0.69,201905221500: 0.62,201905221600: 0.44,201905221700: 0.88,201905221800: 0.75,201905221900: 0.73,201905222000: 0.67,201905222100: 0.62,201905222200: 0.74,
201905220800: 0.71,201905220900: 0.78,201905221000: 0.87,201905221100: 0.87,201905221200: 0.99,201905221300: 0.89,201905221400: 0.7,201905221500: 0.63,201905221600: 0.44,201905221700: 0.88,201905221800: 0.75,201905221900: 0.73,201905222000: 0.67,201905222100: 0.62,201905222200: 0.74,201905222300: 0.97,
201905220900: 0.81,201905221000: 0.84,201905221100: 0.9,201905221200: 0.96,201905221300: 0.92,201905221400: 0.72,201905221500: 0.65,201905221600: 0.45,201905221700: 0.91,201905221800: 0.72,201905221900: 0.7,201905222000: 0.64,201905222100: 0.59,201905222200: 0.71,201905222300: 0.93,201905230800: 0.72,
201905221000: 0.87,201905221100: 0.87,201905221200: 0.99,201905221300: 0.89,201905221400: 0.7,201905221500: 0.63,201905221600: 0.44,201905221700: 0.89,201905221800: 0.75,201905221900: 0.73,201905222000: 0.66,201905222100: 0.62,201905222200: 0.73,201905222300: 0.97,201905230800: 0.7,201905230900: 0.77,
201905221100: 0.9,201905221200: 0.96,201905221300: 0.92,201905221400: 0.72,201905221500: 0.64,201905221600: 0.45,201905221700: 0.91,201905221800: 0.73,201905221900: 0.71,201905222000: 0.65,201905222100: 0.6,201905222200: 0.72,201905222300: 0.94,201905230800: 0.71,201905230900: 0.79,201905231000: 0.88,
201905221200: 0.96,201905221300: 0.92,201905221400: 0.72,201905221500: 0.64,201905221600: 0.45,201905221700: 0.91,201905221800: 0.73,201905221900: 0.71,201905222000: 0.65,201905222100: 0.6,201905222200: 0.72,201905222300: 0.94,201905230800: 0.71,201905230900: 0.79,201905231000: 0.88,201905231100: 0.91,
201905221300: 0.93,201905221400: 0.73,201905221500: 0.65,201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,
201905221400: 0.73,201905221500: 0.65,201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.92,201905231200: 0.93,201905231300: 0.96,
201905221500: 0.63,201905221600: 0.44,201905221700: 0.9,201905221800: 0.73,201905221900: 0.71,201905222000: 0.65,201905222100: 0.61,201905222200: 0.72,201905222300: 0.95,201905230800: 0.71,201905230900: 0.78,201905231000: 0.87,201905231100: 0.9,201905231200: 0.96,201905231300: 0.94,201905231400: 0.72,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221600: 0.46,201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,
201905221700: 0.92,201905221800: 0.71,201905221900: 0.69,201905222000: 0.63,201905222100: 0.59,201905222200: 0.7,201905222300: 0.92,201905230800: 0.73,201905230900: 0.81,201905231000: 0.89,201905231100: 0.93,201905231200: 0.93,201905231300: 0.97,201905231400: 0.74,201905231500: 0.64,201905231600: 0.69,
201905221800: 0.74,201905221900: 0.72,201905222000: 0.66,201905222100: 0.61,201905222200: 0.73,201905222300: 0.96,201905230800: 0.7,201905230900: 0.78,201905231000: 0.86,201905231100: 0.89,201905231200: 0.96,201905231300: 0.93,201905231400: 0.71,201905231500: 0.62,201905231600: 0.66,201905231700: 0.89,
201905221900: 0.7,201905222000: 0.64,201905222100: 0.59,201905222200: 0.71,201905222300: 0.93,201905230800: 0.72,201905230900: 0.8,201905231000: 0.89,201905231100: 0.92,201905231200: 0.94,201905231300: 0.96,201905231400: 0.73,201905231500: 0.63,201905231600: 0.68,201905231700: 0.92,201905231800: 0.82,
201905222000: 0.68,201905222100: 0.63,201905222200: 0.75,201905222300: 0.99,201905230800: 0.68,201905230900: 0.75,201905231000: 0.83,201905231100: 0.86,201905231200: 0.99,201905231300: 0.9,201905231400: 0.69,201905231500: 0.6,201905231600: 0.65,201905231700: 0.87,201905231800: 0.87,201905231900: 0.83,
201905222100: 0.61,201905222200: 0.72,201905222300: 0.95,201905230800: 0.71,201905230900: 0.79,201905231000: 0.87,201905231100: 0.9,201905231200: 0.96,201905231300: 0.94,201905231400: 0.72,201905231500: 0.62,201905231600: 0.67,201905231700: 0.9,201905231800: 0.83,201905231900: 0.79,201905232000: 0.71,
201905222200: 0.72,201905222300: 0.95,201905230800: 0.71,201905230900: 0.79,201905231000: 0.87,201905231100: 0.9,201905231200: 0.96,201905231300: 0.94,201905231400: 0.72,201905231500: 0.62,201905231600: 0.67,201905231700: 0.9,201905231800: 0.83,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,
201905222300: 0.98,201905230800: 0.68,201905230900: 0.76,201905231000: 0.84,201905231100: 0.87,201905231200: 0.98,201905231300: 0.91,201905231400: 0.7,201905231500: 0.61,201905231600: 0.65,201905231700: 0.87,201905231800: 0.86,201905231900: 0.82,201905232000: 0.73,201905232100: 0.6,201905232200: 0.75,
201905230800: 0.7,201905230900: 0.78,201905231000: 0.86,201905231100: 0.89,201905231200: 0.96,201905231300: 0.93,201905231400: 0.71,201905231500: 0.62,201905231600: 0.67,201905231700: 0.89,201905231800: 0.85,201905231900: 0.8,201905232000: 0.71,201905232100: 0.59,201905232200: 0.73,201905232300: 0.95,
201905230900: 0.8,201905231000: 0.89,201905231100: 0.92,201905231200: 0.94,201905231300: 0.96,201905231400: 0.73,201905231500: 0.63,201905231600: 0.68,201905231700: 0.92,201905231800: 0.82,201905231900: 0.77,201905232000: 0.69,201905232100: 0.57,201905232200: 0.71,201905232300: 0.93,201905240800: 0.84,
201905231000: 0.86,201905231100: 0.89,201905231200: 0.97,201905231300: 0.92,201905231400: 0.71,201905231500: 0.62,201905231600: 0.66,201905231700: 0.89,201905231800: 0.85,201905231900: 0.8,201905232000: 0.72,201905232100: 0.59,201905232200: 0.74,201905232300: 0.96,201905240800: 0.81,201905240900: 0.83,
201905231100: 0.89,201905231200: 0.97,201905231300: 0.92,201905231400: 0.71,201905231500: 0.62,201905231600: 0.66,201905231700: 0.89,201905231800: 0.85,201905231900: 0.8,201905232000: 0.72,201905232100: 0.59,201905232200: 0.74,201905232300: 0.96,201905240800: 0.81,201905240900: 0.83,201905241000: 0.85,
201905231200: 0.93,201905231300: 0.96,201905231400: 0.73,201905231500: 0.64,201905231600: 0.68,201905231700: 0.92,201905231800: 0.81,201905231900: 0.77,201905232000: 0.69,201905232100: 0.56,201905232200: 0.71,201905232300: 0.92,201905240800: 0.84,201905240900: 0.87,201905241000: 0.88,201905241100: 0.78,
201905231300: 0.89,201905231400: 0.68,201905231500: 0.6,201905231600: 0.64,201905231700: 0.85,201905231800: 0.89,201905231900: 0.84,201905232000: 0.75,201905232100: 0.62,201905232200: 0.77,201905232300: 1.0,201905240800: 0.77,201905240900: 0.79,201905241000: 0.81,201905241100: 0.72,201905241200: 0.86,
201905231400: 0.71,201905231500: 0.62,201905231600: 0.66,201905231700: 0.89,201905231800: 0.85,201905231900: 0.8,201905232000: 0.72,201905232100: 0.59,201905232200: 0.74,201905232300: 0.96,201905240800: 0.81,201905240900: 0.83,201905241000: 0.85,201905241100: 0.75,201905241200: 0.89,201905241300: 0.77,
201905231500: 0.62,201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231600: 0.67,201905231700: 0.9,201905231800: 0.84,201905231900: 0.79,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,
201905231700: 0.91,201905231800: 0.83,201905231900: 0.78,201905232000: 0.7,201905232100: 0.58,201905232200: 0.72,201905232300: 0.94,201905240800: 0.83,201905240900: 0.85,201905241000: 0.87,201905241100: 0.77,201905241200: 0.91,201905241300: 0.79,201905241400: 0.63,201905241500: 0.61,201905241600: 0.72,
201905231800: 0.84,201905231900: 0.8,201905232000: 0.71,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.81,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,
201905231900: 0.79,201905232000: 0.7,201905232100: 0.58,201905232200: 0.73,201905232300: 0.95,201905240800: 0.82,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.97,201905241800: 0.81,
201905232000: 0.67,201905232100: 0.55,201905232200: 0.69,201905232300: 0.9,201905240800: 0.86,201905240900: 0.89,201905241000: 0.91,201905241100: 0.8,201905241200: 0.95,201905241300: 0.81,201905241400: 0.65,201905241500: 0.63,201905241600: 0.74,201905241700: 0.99,201905241800: 0.77,201905241900: 0.74,
201905232100: 0.55,201905232200: 0.69,201905232300: 0.9,201905240800: 0.86,201905240900: 0.89,201905241000: 0.91,201905241100: 0.8,201905241200: 0.95,201905241300: 0.81,201905241400: 0.65,201905241500: 0.63,201905241600: 0.74,201905241700: 0.99,201905241800: 0.77,201905241900: 0.74,201905242000: 0.69,
201905232200: 0.72,201905232300: 0.94,201905240800: 0.82,201905240900: 0.85,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.97,201905241800: 0.81,201905241900: 0.78,201905242000: 0.72,201905242100: 0.68,
201905232300: 0.95,201905240800: 0.81,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,201905241800: 0.82,201905241900: 0.79,201905242000: 0.72,201905242100: 0.68,201905242200: 0.79,
201905240800: 0.81,201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,201905241800: 0.82,201905241900: 0.79,201905242000: 0.73,201905242100: 0.68,201905242200: 0.79,201905242300: 0.99,
201905240900: 0.84,201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,201905241800: 0.82,201905241900: 0.79,201905242000: 0.72,201905242100: 0.68,201905242200: 0.79,201905242300: 0.99,201905250800: 0.83,
201905241000: 0.86,201905241100: 0.76,201905241200: 0.9,201905241300: 0.78,201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,201905241800: 0.82,201905241900: 0.79,201905242000: 0.72,201905242100: 0.68,201905242200: 0.79,201905242300: 0.99,201905250800: 0.83,201905250900: 0.92,
201905241100: 0.75,201905241200: 0.89,201905241300: 0.77,201905241400: 0.62,201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,201905241800: 0.83,201905241900: 0.79,201905242000: 0.73,201905242100: 0.68,201905242200: 0.8,201905242300: 0.98,201905250800: 0.82,201905250900: 0.91,201905251000: 0.97,
201905241200: 0.92,201905241300: 0.8,201905241400: 0.64,201905241500: 0.61,201905241600: 0.73,201905241700: 0.99,201905241800: 0.8,201905241900: 0.76,201905242000: 0.71,201905242100: 0.66,201905242200: 0.77,201905242300: 0.99,201905250800: 0.85,201905250900: 0.94,201905251000: 1.0,201905251100: 0.98,
201905241300: 0.77,201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,201905241800: 0.82,201905241900: 0.79,201905242000: 0.73,201905242100: 0.68,201905242200: 0.8,201905242300: 0.98,201905250800: 0.83,201905250900: 0.91,201905251000: 0.97,201905251100: 0.99,201905251200: 0.96,
201905241400: 0.63,201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,201905241800: 0.82,201905241900: 0.79,201905242000: 0.73,201905242100: 0.68,201905242200: 0.8,201905242300: 0.98,201905250800: 0.82,201905250900: 0.91,201905251000: 0.97,201905251100: 0.99,201905251200: 0.96,201905251300: 0.96,
201905241500: 0.6,201905241600: 0.71,201905241700: 0.96,201905241800: 0.82,201905241900: 0.79,201905242000: 0.73,201905242100: 0.68,201905242200: 0.8,201905242300: 0.98,201905250800: 0.82,201905250900: 0.91,201905251000: 0.97,201905251100: 0.99,201905251200: 0.96,201905251300: 0.96,201905251400: 0.81,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
